Nombre,New column 1,New column 2 Url
Yavimaya Elder - Commander Anthology Vol. II,,https://www.amazon.com.mx/Yavimaya-Elder-Commander-Anthology-Vol/dp/B07DQG67T9/ref=sr_1_11?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=VA8EPD2GZCGK&dib=eyJ2IjoiMSJ9.-7dDUhi__hO5GsV2j7Fr3X4POC88GRVlDpjGZMuDnur4yAL1pu3pfHXRRofmp_0Op7Iqk1wz5jCEOl75AbNi3xYIB4pWigsgZST3a5hoUTEO0FJhrNsvILcWSldnM3My9h_5K3s8WQ3LvKtxYleJWGs_J0zqhjI62MlI_yYh5WgeUqtCI-8WmMW6EGHodWqw-MJc9kul9YSk98OBRb243AdHkgDclXuaQ8_dcX7yg_dTM7iOvxAo9gFEj1k3Trdsb2n2a2uqDc_hQ3EVE9fL0gmTNafqsxGERel816Ky7PY.cqz21wSxrMuy3esrw64DmjXnOBBeqaxzDYkM2B3R4E8&dib_tag=se&keywords=Magic%3A+The+Gathering&qid=1722097148&refinements=p_123%3A359217&rnid=119962389011&s=toys&sprefix=magic+the+gathering%2Caps%2C372&sr=1-11
Triskelavus - Commander Anthology Vol. II,,https://www.amazon.com.mx/Triskelavus-Commander-Anthology-Vol-II/dp/B07DQD35HC/ref=sr_1_12?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=VA8EPD2GZCGK&dib=eyJ2IjoiMSJ9.-7dDUhi__hO5GsV2j7Fr3X4POC88GRVlDpjGZMuDnur4yAL1pu3pfHXRRofmp_0Op7Iqk1wz5jCEOl75AbNi3xYIB4pWigsgZST3a5hoUTEO0FJhrNsvILcWSldnM3My9h_5K3s8WQ3LvKtxYleJWGs_J0zqhjI62MlI_yYh5WgeUqtCI-8WmMW6EGHodWqw-MJc9kul9YSk98OBRb243AdHkgDclXuaQ8_dcX7yg_dTM7iOvxAo9gFEj1k3Trdsb2n2a2uqDc_hQ3EVE9fL0gmTNafqsxGERel816Ky7PY.cqz21wSxrMuy3esrw64DmjXnOBBeqaxzDYkM2B3R4E8&dib_tag=se&keywords=Magic%3A+The+Gathering&qid=1722097148&refinements=p_123%3A359217&rnid=119962389011&s=toys&sprefix=magic+the+gathering%2Caps%2C372&sr=1-12
Magic: the Gathering - Pia39;s Revolution (091/184) - Aether Revolt,,https://www.amazon.com.mx/Magic-Gathering-Revolution-Aether-Revolt/dp/B01NCINDGA/ref=sr_1_13?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=VA8EPD2GZCGK&dib=eyJ2IjoiMSJ9.-7dDUhi__hO5GsV2j7Fr3X4POC88GRVlDpjGZMuDnur4yAL1pu3pfHXRRofmp_0Op7Iqk1wz5jCEOl75AbNi3xYIB4pWigsgZST3a5hoUTEO0FJhrNsvILcWSldnM3My9h_5K3s8WQ3LvKtxYleJWGs_J0zqhjI62MlI_yYh5WgeUqtCI-8WmMW6EGHodWqw-MJc9kul9YSk98OBRb243AdHkgDclXuaQ8_dcX7yg_dTM7iOvxAo9gFEj1k3Trdsb2n2a2uqDc_hQ3EVE9fL0gmTNafqsxGERel816Ky7PY.cqz21wSxrMuy3esrw64DmjXnOBBeqaxzDYkM2B3R4E8&dib_tag=se&keywords=Magic%3A+The+Gathering&qid=1722097148&refinements=p_123%3A359217&rnid=119962389011&s=toys&sprefix=magic+the+gathering%2Caps%2C372&sr=1-13
Magic: The Gathering - Identidad injertada - Lámina - Arte extendido - Innistrad: Midnight Hunt,"$12.92
$12
.
92",https://www.amazon.com.mx/Magic-Gathering-Identidad-injertada-extendido/dp/B09M6N8JM8/ref=sr_1_14?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=VA8EPD2GZCGK&dib=eyJ2IjoiMSJ9.-7dDUhi__hO5GsV2j7Fr3X4POC88GRVlDpjGZMuDnur4yAL1pu3pfHXRRofmp_0Op7Iqk1wz5jCEOl75AbNi3xYIB4pWigsgZST3a5hoUTEO0FJhrNsvILcWSldnM3My9h_5K3s8WQ3LvKtxYleJWGs_J0zqhjI62MlI_yYh5WgeUqtCI-8WmMW6EGHodWqw-MJc9kul9YSk98OBRb243AdHkgDclXuaQ8_dcX7yg_dTM7iOvxAo9gFEj1k3Trdsb2n2a2uqDc_hQ3EVE9fL0gmTNafqsxGERel816Ky7PY.cqz21wSxrMuy3esrw64DmjXnOBBeqaxzDYkM2B3R4E8&dib_tag=se&keywords=Magic%3A+The+Gathering&qid=1722097148&refinements=p_123%3A359217&rnid=119962389011&s=toys&sprefix=magic+the+gathering%2Caps%2C372&sr=1-14
Magic: The Gathering - Wake to Slaughter - Innistrad: Midnight Hunt,"$12.92
$12
.
92",https://www.amazon.com.mx/Magic-Gathering-Slaughter-Innistrad-Midnight/dp/B09M69LDBJ/ref=sr_1_15?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=VA8EPD2GZCGK&dib=eyJ2IjoiMSJ9.-7dDUhi__hO5GsV2j7Fr3X4POC88GRVlDpjGZMuDnur4yAL1pu3pfHXRRofmp_0Op7Iqk1wz5jCEOl75AbNi3xYIB4pWigsgZST3a5hoUTEO0FJhrNsvILcWSldnM3My9h_5K3s8WQ3LvKtxYleJWGs_J0zqhjI62MlI_yYh5WgeUqtCI-8WmMW6EGHodWqw-MJc9kul9YSk98OBRb243AdHkgDclXuaQ8_dcX7yg_dTM7iOvxAo9gFEj1k3Trdsb2n2a2uqDc_hQ3EVE9fL0gmTNafqsxGERel816Ky7PY.cqz21wSxrMuy3esrw64DmjXnOBBeqaxzDYkM2B3R4E8&dib_tag=se&keywords=Magic%3A+The+Gathering&qid=1722097148&refinements=p_123%3A359217&rnid=119962389011&s=toys&sprefix=magic+the+gathering%2Caps%2C372&sr=1-15
Magic: The Gathering - Maldición de la fe agitada - Lámina - Innistrad: Midnight Hunt,"$12.92
$12
.
92",https://www.amazon.com.mx/Magic-Gathering-Maldici%C3%B3n-Innistrad-Midnight/dp/B09M5XJXBN/ref=sr_1_16?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=VA8EPD2GZCGK&dib=eyJ2IjoiMSJ9.-7dDUhi__hO5GsV2j7Fr3X4POC88GRVlDpjGZMuDnur4yAL1pu3pfHXRRofmp_0Op7Iqk1wz5jCEOl75AbNi3xYIB4pWigsgZST3a5hoUTEO0FJhrNsvILcWSldnM3My9h_5K3s8WQ3LvKtxYleJWGs_J0zqhjI62MlI_yYh5WgeUqtCI-8WmMW6EGHodWqw-MJc9kul9YSk98OBRb243AdHkgDclXuaQ8_dcX7yg_dTM7iOvxAo9gFEj1k3Trdsb2n2a2uqDc_hQ3EVE9fL0gmTNafqsxGERel816Ky7PY.cqz21wSxrMuy3esrw64DmjXnOBBeqaxzDYkM2B3R4E8&dib_tag=se&keywords=Magic%3A+The+Gathering&qid=1722097148&refinements=p_123%3A359217&rnid=119962389011&s=toys&sprefix=magic+the+gathering%2Caps%2C372&sr=1-16
Magic: The Gathering - Montaña (275) - Innistrad: Midnight Hunt,"$12.92
$12
.
92",https://www.amazon.com.mx/Magic-Gathering-Monta%C3%B1a-Innistrad-Midnight/dp/B09M5VMCBV/ref=sr_1_17?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=VA8EPD2GZCGK&dib=eyJ2IjoiMSJ9.-7dDUhi__hO5GsV2j7Fr3X4POC88GRVlDpjGZMuDnur4yAL1pu3pfHXRRofmp_0Op7Iqk1wz5jCEOl75AbNi3xYIB4pWigsgZST3a5hoUTEO0FJhrNsvILcWSldnM3My9h_5K3s8WQ3LvKtxYleJWGs_J0zqhjI62MlI_yYh5WgeUqtCI-8WmMW6EGHodWqw-MJc9kul9YSk98OBRb243AdHkgDclXuaQ8_dcX7yg_dTM7iOvxAo9gFEj1k3Trdsb2n2a2uqDc_hQ3EVE9fL0gmTNafqsxGERel816Ky7PY.cqz21wSxrMuy3esrw64DmjXnOBBeqaxzDYkM2B3R4E8&dib_tag=se&keywords=Magic%3A+The+Gathering&qid=1722097148&refinements=p_123%3A359217&rnid=119962389011&s=toys&sprefix=magic+the+gathering%2Caps%2C372&sr=1-17
Magic: The Gathering - Flameskull - Adventures in The Forgotten Realms,"$12.92
$12
.
92",https://www.amazon.com.mx/Magic-Gathering-Flameskull-Adventures-Forgotten/dp/B09JN72LCS/ref=sr_1_18?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=VA8EPD2GZCGK&dib=eyJ2IjoiMSJ9.-7dDUhi__hO5GsV2j7Fr3X4POC88GRVlDpjGZMuDnur4yAL1pu3pfHXRRofmp_0Op7Iqk1wz5jCEOl75AbNi3xYIB4pWigsgZST3a5hoUTEO0FJhrNsvILcWSldnM3My9h_5K3s8WQ3LvKtxYleJWGs_J0zqhjI62MlI_yYh5WgeUqtCI-8WmMW6EGHodWqw-MJc9kul9YSk98OBRb243AdHkgDclXuaQ8_dcX7yg_dTM7iOvxAo9gFEj1k3Trdsb2n2a2uqDc_hQ3EVE9fL0gmTNafqsxGERel816Ky7PY.cqz21wSxrMuy3esrw64DmjXnOBBeqaxzDYkM2B3R4E8&dib_tag=se&keywords=Magic%3A+The+Gathering&qid=1722097148&refinements=p_123%3A359217&rnid=119962389011&s=toys&sprefix=magic+the+gathering%2Caps%2C372&sr=1-18
Magic: The Gathering - Velo de piel de serpiente - Strixhaven: Mystical Archives,,https://www.amazon.com.mx/Magic-Gathering-serpiente-Strixhaven-Mystical/dp/B09HQ9FCJ1/ref=sr_1_19?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=VA8EPD2GZCGK&dib=eyJ2IjoiMSJ9.-7dDUhi__hO5GsV2j7Fr3X4POC88GRVlDpjGZMuDnur4yAL1pu3pfHXRRofmp_0Op7Iqk1wz5jCEOl75AbNi3xYIB4pWigsgZST3a5hoUTEO0FJhrNsvILcWSldnM3My9h_5K3s8WQ3LvKtxYleJWGs_J0zqhjI62MlI_yYh5WgeUqtCI-8WmMW6EGHodWqw-MJc9kul9YSk98OBRb243AdHkgDclXuaQ8_dcX7yg_dTM7iOvxAo9gFEj1k3Trdsb2n2a2uqDc_hQ3EVE9fL0gmTNafqsxGERel816Ky7PY.cqz21wSxrMuy3esrw64DmjXnOBBeqaxzDYkM2B3R4E8&dib_tag=se&keywords=Magic%3A+The+Gathering&qid=1722097148&refinements=p_123%3A359217&rnid=119962389011&s=toys&sprefix=magic+the+gathering%2Caps%2C372&sr=1-19
Magic: The Gathering - Eliminate - Foil grabado - Strixhaven: Mystical Archives,"$12.92
$12
.
92",https://www.amazon.com.mx/Magic-Gathering-Eliminate-Strixhaven-Mystical/dp/B09HQ93F6F/ref=sr_1_20?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=VA8EPD2GZCGK&dib=eyJ2IjoiMSJ9.-7dDUhi__hO5GsV2j7Fr3X4POC88GRVlDpjGZMuDnur4yAL1pu3pfHXRRofmp_0Op7Iqk1wz5jCEOl75AbNi3xYIB4pWigsgZST3a5hoUTEO0FJhrNsvILcWSldnM3My9h_5K3s8WQ3LvKtxYleJWGs_J0zqhjI62MlI_yYh5WgeUqtCI-8WmMW6EGHodWqw-MJc9kul9YSk98OBRb243AdHkgDclXuaQ8_dcX7yg_dTM7iOvxAo9gFEj1k3Trdsb2n2a2uqDc_hQ3EVE9fL0gmTNafqsxGERel816Ky7PY.cqz21wSxrMuy3esrw64DmjXnOBBeqaxzDYkM2B3R4E8&dib_tag=se&keywords=Magic%3A+The+Gathering&qid=1722097148&refinements=p_123%3A359217&rnid=119962389011&s=toys&sprefix=magic+the+gathering%2Caps%2C372&sr=1-20
Magic: The Gathering - Revitalize - Foil - Strixhaven: Mystical Archives,"$12.92
$12
.
92",https://www.amazon.com.mx/Magic-Gathering-Revitalize-Strixhaven-Mystical/dp/B09HQ932PQ/ref=sr_1_21?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=VA8EPD2GZCGK&dib=eyJ2IjoiMSJ9.-7dDUhi__hO5GsV2j7Fr3X4POC88GRVlDpjGZMuDnur4yAL1pu3pfHXRRofmp_0Op7Iqk1wz5jCEOl75AbNi3xYIB4pWigsgZST3a5hoUTEO0FJhrNsvILcWSldnM3My9h_5K3s8WQ3LvKtxYleJWGs_J0zqhjI62MlI_yYh5WgeUqtCI-8WmMW6EGHodWqw-MJc9kul9YSk98OBRb243AdHkgDclXuaQ8_dcX7yg_dTM7iOvxAo9gFEj1k3Trdsb2n2a2uqDc_hQ3EVE9fL0gmTNafqsxGERel816Ky7PY.cqz21wSxrMuy3esrw64DmjXnOBBeqaxzDYkM2B3R4E8&dib_tag=se&keywords=Magic%3A+The+Gathering&qid=1722097148&refinements=p_123%3A359217&rnid=119962389011&s=toys&sprefix=magic+the+gathering%2Caps%2C372&sr=1-21
Magic: The Gathering - Ingenious Mastery - Strixhaven: School of Mages,"$12.92
$12
.
92",https://www.amazon.com.mx/Magic-Gathering-Ingenious-Mastery-Strixhaven/dp/B09GV6ZQY4/ref=sr_1_22?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=VA8EPD2GZCGK&dib=eyJ2IjoiMSJ9.-7dDUhi__hO5GsV2j7Fr3X4POC88GRVlDpjGZMuDnur4yAL1pu3pfHXRRofmp_0Op7Iqk1wz5jCEOl75AbNi3xYIB4pWigsgZST3a5hoUTEO0FJhrNsvILcWSldnM3My9h_5K3s8WQ3LvKtxYleJWGs_J0zqhjI62MlI_yYh5WgeUqtCI-8WmMW6EGHodWqw-MJc9kul9YSk98OBRb243AdHkgDclXuaQ8_dcX7yg_dTM7iOvxAo9gFEj1k3Trdsb2n2a2uqDc_hQ3EVE9fL0gmTNafqsxGERel816Ky7PY.cqz21wSxrMuy3esrw64DmjXnOBBeqaxzDYkM2B3R4E8&dib_tag=se&keywords=Magic%3A+The+Gathering&qid=1722097148&refinements=p_123%3A359217&rnid=119962389011&s=toys&sprefix=magic+the+gathering%2Caps%2C372&sr=1-22
Magic: The Gathering - Glyphweaver desinteresado // Deadly Vanity - Foil - Strixhaven: School of Mages,"$12.92
$12
.
92",https://www.amazon.com.mx/Magic-Gathering-Glyphweaver-desinteresado-Strixhaven/dp/B09GV5MRZL/ref=sr_1_23?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&crid=VA8EPD2GZCGK&dib=eyJ2IjoiMSJ9.-7dDUhi__hO5GsV2j7Fr3X4POC88GRVlDpjGZMuDnur4yAL1pu3pfHXRRofmp_0Op7Iqk1wz5jCEOl75AbNi3xYIB4pWigsgZST3a5hoUTEO0FJhrNsvILcWSldnM3My9h_5K3s8WQ3LvKtxYleJWGs_J0zqhjI62MlI_yYh5WgeUqtCI-8WmMW6EGHodWqw-MJc9kul9YSk98OBRb243AdHkgDclXuaQ8_dcX7yg_dTM7iOvxAo9gFEj1k3Trdsb2n2a2uqDc_hQ3EVE9fL0gmTNafqsxGERel816Ky7PY.cqz21wSxrMuy3esrw64DmjXnOBBeqaxzDYkM2B3R4E8&dib_tag=se&keywords=Magic%3A+The+Gathering&qid=1722097148&refinements=p_123%3A359217&rnid=119962389011&s=toys&sprefix=magic+the+gathering%2Caps%2C372&sr=1-23
